Batch_ID,Product_ID,Manufacture_Date,Label_Expiry_Date,Delivered_Date,Lead_Time_Days,Country,Shipment_Mode,Manufacturing_Site,Quantity,Weight_kg,Freight_Cost_USD
BATCH-00371,HRDT-001,2025-10-31,2027-10-31,2025-11-17,10,Mozambique,Air,"Alere Medical Co., Ltd.",3094,1477.0,27686.29
BATCH-00372,ARV-010,2025-12-26,2027-12-26,2026-02-02,22,Côte d'Ivoire,Truck,"Aurobindo Unit VII, IN",12180,1208.0,3738.52
BATCH-00373,HRDT-001,2026-03-18,2028-03-17,2026-05-06,11,Sierra Leone,Air,"Alere Medical Co., Ltd.",4000,1556.0,28703.53
BATCH-00374,HRDT-006,2025-02-22,2027-02-22,2025-04-30,11,Ethiopia,Air,"KHB Test Kit Facility, Shanghai China",7002,5057.0,44347.71
BATCH-00375,ARV-005,2024-11-18,2026-11-18,2025-01-04,20,Vietnam,Air,ABBVIE (Abbott) St. P'burg USA,198,389.0,7286.16
BATCH-00376,ARV-010,2026-02-04,2028-02-04,2026-02-24,9,Rwanda,Truck,"Aurobindo Unit VII, IN",29993,4883.0,7708.3
BATCH-00377,HRDT-006,2025-04-02,2027-04-02,2025-05-06,17,Ethiopia,Air,"KHB Test Kit Facility, Shanghai China",6998,4913.0,46117.09
BATCH-00378,ARV-001,2025-02-05,2027-02-05,2025-04-17,17,Vietnam,Air,Mylan (formerly Matrix) Nashik,10080,772.0,4408.29
BATCH-00379,HRDT-001,2024-12-15,2026-12-15,2025-02-08,11,Haiti,Air,ABBVIE GmbH & Co.KG Wiesbaden,1000,343.0,2802.42
BATCH-00380,ARV-001,2025-03-29,2027-03-29,2025-04-17,9,Nigeria,Air,"Aurobindo Unit III, India",11527,1994.0,10231.84
BATCH-00381,ARV-002,2025-09-30,2027-09-30,2025-11-02,7,Mozambique,Truck,"Aurobindo Unit III, India",13994,5269.0,4480.45
BATCH-00382,ARV-002,2026-02-22,2028-02-22,2026-04-02,20,South Sudan,Air,"Aurobindo Unit III, India",2538,165.0,1960.89
BATCH-00383,ARV-001,2025-05-12,2027-05-12,2025-06-24,29,Zambia,Truck,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",27941,1970.0,6759.28
BATCH-00384,ARV-012,2025-02-15,2027-02-15,2025-04-19,12,Zimbabwe,Truck,"Cipla, Goa, India",66268,6606.0,22666.98
BATCH-00385,ARV-001,2025-09-08,2027-09-08,2025-10-21,5,Rwanda,Air,"Aurobindo Unit III, India",500,30.0,1309.03
BATCH-00386,ARV-005,2026-01-21,2028-01-21,2026-02-11,7,Uganda,Air,ABBVIE Ludwigshafen Germany,13164,2722.0,8604.7
BATCH-00387,ARV-020,2025-11-21,2027-11-21,2026-01-06,6,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,1400,364.0,4171.65
BATCH-00388,HRDT-001,2025-09-14,2027-09-14,2025-10-30,19,Sudan,Air,"Alere Medical Co., Ltd.",115,53.0,1614.83
BATCH-00389,HRDT-001,2026-04-05,2028-04-04,2026-05-03,20,Mozambique,Air,"Alere Medical Co., Ltd.",5500,2139.0,19193.57
BATCH-00390,ARV-015,2025-07-11,2027-07-11,2025-08-13,4,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,30000,2700.0,6147.18
BATCH-00391,ARV-013,2025-02-19,2027-02-19,2025-03-23,17,Côte d'Ivoire,Air,"Aurobindo Unit III, India",5900,2093.0,5962.31
BATCH-00392,ARV-003,2026-01-05,2028-01-05,2026-02-03,11,Côte d'Ivoire,Truck,Hetero Unit III Hyderabad IN,60000,8750.0,28864.27
BATCH-00393,ARV-001,2026-01-29,2028-01-29,2026-03-29,6,Nigeria,Air Charter,"Aurobindo Unit III, India",10230,1505.0,10060.0
BATCH-00394,ARV-011,2026-02-14,2028-02-14,2026-04-14,15,Vietnam,Air,Hetero Unit III Hyderabad IN,19200,2719.0,4084.56
BATCH-00395,HRDT-002,2025-06-02,2027-06-02,2025-07-01,17,Namibia,Air,"Trinity Biotech, Plc",25,10.0,751.43
BATCH-00396,ARV-004,2026-01-04,2028-01-04,2026-03-15,19,Burundi,Air,Hetero Unit III Hyderabad IN,790,186.0,29.21
BATCH-00397,ARV-005,2025-01-16,2027-01-16,2025-02-26,5,Vietnam,Air,ABBVIE Ludwigshafen Germany,500,117.0,1767.38
BATCH-00398,ARV-017,2025-07-28,2027-07-28,2025-09-23,4,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,19836,2164.0,12601.06
BATCH-00399,ARV-015,2024-11-28,2026-11-28,2025-01-22,9,Zambia,Air,Gilead(Nycomed) Oranienburg DE,14851,1244.0,6546.69
BATCH-00400,HRDT-002,2025-02-05,2027-02-05,2025-03-10,10,Mozambique,Air,"Trinity Biotech, Plc",4500,1482.0,1566.19
BATCH-00401,ARV-003,2025-06-28,2027-06-28,2025-08-13,12,Nigeria,Air Charter,"Aurobindo Unit III, India",32040,4212.0,6147.18
BATCH-00402,HRDT-001,2026-01-25,2028-01-25,2026-03-18,18,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",1500,606.0,8158.8
BATCH-00403,ARV-001,2026-03-02,2028-03-01,2026-04-25,10,Haiti,Air,"Hetero, Jadcherla, unit 5, IN",56352,4792.0,30046.84
BATCH-00404,ARV-006,2025-10-03,2027-10-03,2025-11-11,21,"Congo, DRC",Air,Hetero Unit III Hyderabad IN,24,2.0,522.42
BATCH-00405,ARV-014,2025-03-12,2027-03-12,2025-04-17,13,Vietnam,Air,"BMS Meymac, France",400,82.0,2211.05
BATCH-00406,ARV-003,2026-01-01,2028-01-01,2026-02-01,13,Tanzania,Air,"Cipla, Goa, India",60000,7857.0,40857.69
BATCH-00407,ARV-020,2026-03-09,2028-03-08,2026-04-11,12,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,1000,140.0,2782.77
BATCH-00408,ARV-007,2024-12-23,2026-12-23,2025-01-12,7,Guyana,Air,"Aurobindo Unit III, India",245,13.0,1020.6
BATCH-00409,ARV-006,2025-05-29,2027-05-29,2025-06-25,20,Ethiopia,Air,Mylan (formerly Matrix) Nashik,4500,658.0,4311.22
BATCH-00410,HRDT-001,2025-10-20,2027-10-20,2025-12-20,5,Tanzania,Air,"Alere Medical Co., Ltd.",840,405.0,7765.61
BATCH-00411,ARV-001,2025-05-19,2027-05-19,2025-06-04,7,Haiti,Air,"MSD, Haarlem, NL",98,28.0,988.24
BATCH-00412,ARV-015,2025-05-18,2027-05-18,2025-07-18,8,Côte d'Ivoire,Air,"Aspen-OSD, Port Elizabeth, SA",3120,275.0,1949.42
BATCH-00413,ARV-007,2025-09-20,2027-09-20,2025-10-30,35,South Africa,Ocean,"Aurobindo Unit III, India",92887,4810.0,6599.86
BATCH-00414,ARV-001,2026-01-27,2028-01-27,2026-03-22,7,Ghana,Air,"Strides, Bangalore, India.",60000,3862.0,31401.36
BATCH-00415,ARV-001,2025-09-05,2027-09-05,2025-10-01,3,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,57468,4915.0,13398.06
BATCH-00416,ARV-004,2025-10-19,2027-10-19,2025-11-30,9,Nigeria,Air Charter,"Cipla, Goa, India",52378,7666.0,16532.5
BATCH-00417,HRDT-001,2025-01-26,2027-01-26,2025-03-08,21,Mozambique,Air,ABBVIE GmbH & Co.KG Wiesbaden,4000,2526.0,1871.05
BATCH-00418,ARV-004,2025-04-28,2027-04-28,2025-06-02,4,Nigeria,Air Charter,"Aurobindo Unit III, India",10000,905.0,15128.37
BATCH-00419,HRDT-006,2026-02-12,2028-02-12,2026-03-23,10,Ethiopia,Air,"KHB Test Kit Facility, Shanghai China",7527,5020.0,78813.53
BATCH-00420,HRDT-002,2025-10-26,2027-10-26,2025-12-12,13,Mozambique,Air,"Trinity Biotech, Plc",427,149.0,3165.69
BATCH-00421,HRDT-004,2025-10-28,2027-10-28,2025-12-13,20,Côte d'Ivoire,Air,Chembio Diagnostics Sys. Inc.,3678,1056.0,12363.35
BATCH-00422,ARV-004,2025-11-30,2027-11-30,2026-01-12,9,Nigeria,Air Charter,"Aurobindo Unit III, India",9627,486.0,14547.55
BATCH-00423,HRDT-002,2025-09-09,2027-09-09,2025-11-16,18,Ethiopia,Air,"Trinity Biotech, Plc",165,138.0,794.72
BATCH-00424,ARV-011,2026-03-10,2028-03-09,2026-04-27,20,Mozambique,Truck,Hetero Unit III Hyderabad IN,15654,112027.0,79514.44
BATCH-00425,HRDT-005,2025-06-03,2027-06-03,2025-07-09,12,Kenya,Air,"Standard Diagnostics, Korea",9475,3158.0,24172.01
BATCH-00426,HRDT-002,2025-11-08,2027-11-08,2025-11-28,8,Malawi,Air,"Trinity Biotech, Plc",246,86.0,3133.86
BATCH-00427,ARV-002,2025-12-09,2027-12-09,2026-01-13,11,Nigeria,Air Charter,"Strides, Bangalore, India.",57227,4844.0,21591.1
BATCH-00428,HRDT-001,2025-08-11,2027-08-11,2025-09-09,18,Kenya,Air,Inverness Japan,2849,783.0,9162.21
BATCH-00429,ARV-015,2025-05-28,2027-05-28,2025-06-17,5,Guyana,Air,Gilead(Nycomed) Oranienburg DE,4900,390.0,2748.16
BATCH-00430,ARV-008,2025-08-10,2027-08-10,2025-10-23,17,Vietnam,Air,Mylan (formerly Matrix) Nashik,408,42.0,4388.84
BATCH-00431,ARV-001,2025-09-03,2027-09-03,2025-10-10,28,South Africa,Ocean,"Aurobindo Unit III, India",97753,5778.0,14558.87
BATCH-00432,HRDT-001,2026-02-14,2028-02-14,2026-04-03,17,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",1470,595.0,7651.46
BATCH-00433,ARV-002,2026-01-14,2028-01-14,2026-03-16,11,Zimbabwe,Air Charter,"Micro labs, Verna, Goa, India",55000,5810.0,46213.4
BATCH-00434,ARV-007,2025-09-05,2027-09-05,2025-11-08,7,South Sudan,Air,Hetero Unit III Hyderabad IN,6200,2652.0,22788.95
BATCH-00435,ARV-008,2025-06-09,2027-06-09,2025-07-04,12,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,2590,257.0,1211.48
BATCH-00436,HRDT-001,2026-03-14,2028-03-13,2026-04-03,7,Burundi,Air,"Alere Medical Co., Ltd.",3484,1415.0,33228.68
BATCH-00437,ARV-002,2025-07-17,2027-07-17,2025-09-25,45,South Africa,Ocean,"Aurobindo Unit III, India",4529,1679.0,3524.93
BATCH-00438,ARV-012,2025-04-20,2027-04-20,2025-06-23,29,Zambia,Truck,"Cipla, Goa, India",52481,5586.0,6759.28
BATCH-00439,ARV-004,2024-11-27,2026-11-27,2025-01-29,6,Rwanda,Air,"Cipla, Goa, India",10000,7416.0,64179.42
BATCH-00440,ARV-004,2026-03-07,2028-03-06,2026-03-29,6,Nigeria,Air Charter,"Aurobindo Unit III, India",105344,10622.0,61850.0
BATCH-00441,ARV-005,2025-09-28,2027-09-28,2025-11-02,21,Rwanda,Air,ABBVIE Ludwigshafen Germany,1395,188.0,3035.87
BATCH-00442,ARV-012,2025-03-24,2027-03-24,2025-04-21,10,Mozambique,Air,"Strides, Bangalore, India.",38975,13123.0,9161.95
BATCH-00443,ARV-009,2025-06-18,2027-06-18,2025-08-17,7,Dominican Republic,Air,Mylan (formerly Matrix) Nashik,2000,111.0,1254.61
BATCH-00444,ARV-004,2025-12-03,2027-12-03,2025-12-22,13,Vietnam,Air,Hetero Unit III Hyderabad IN,10158,941.0,1934.17
BATCH-00445,HRDT-001,2025-10-29,2027-10-29,2025-12-06,13,Mozambique,Air,"Alere Medical Co., Ltd.",5000,2384.0,43848.04
BATCH-00446,HRDT-008,2025-04-02,2027-04-02,2025-04-29,16,Haiti,Air,"Pacific Biotech, Thailand",28,109.0,782.13
BATCH-00447,ARV-005,2025-11-03,2027-11-03,2025-11-26,10,Ethiopia,Air,ABBVIE (Abbott) Logis. UK,700,1050.0,4672.77
BATCH-00448,HRDT-001,2024-12-09,2026-12-09,2025-02-23,21,Nigeria,Air,ABBVIE GmbH & Co.KG Wiesbaden,1500,512.0,3906.29
BATCH-00449,ARV-007,2025-12-21,2027-12-21,2026-01-08,13,Vietnam,Air,Hetero Unit III Hyderabad IN,418,1089.0,2006.63
BATCH-00450,ARV-010,2026-01-17,2028-01-17,2026-02-21,13,Zimbabwe,Truck,Hetero Unit III Hyderabad IN,39360,4174.0,10900.0
BATCH-00451,ARV-009,2025-06-21,2027-06-21,2025-10-13,59,South Africa,Ocean,"Aurobindo Unit III, India",137130,45800.0,9726.53
BATCH-00452,HRDT-002,2025-10-11,2027-10-11,2025-12-08,20,Nigeria,Air,"Trinity Biotech, Plc",8018,2607.0,28595.45
BATCH-00453,ARV-015,2025-06-02,2027-06-02,2025-06-23,13,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,666,54.0,1713.01
BATCH-00454,ARV-012,2025-07-22,2027-07-22,2025-08-28,7,Zambia,Truck,"Strides, Bangalore, India.",56430,15358.0,16606.55
BATCH-00455,ARV-005,2026-01-14,2028-01-14,2026-03-28,15,Haiti,Air,ABBVIE (Abbott) Logis. UK,40,61.0,1257.16
BATCH-00456,ARV-005,2026-03-20,2028-03-19,2026-04-30,14,Vietnam,Air,ABBVIE Ludwigshafen Germany,9000,2235.0,5134.12
BATCH-00457,HRDT-002,2025-03-05,2027-03-05,2025-04-15,7,Botswana,Air,"Trinity Biotech, Plc",500,500.0,2442.32
BATCH-00458,ARV-018,2026-03-03,2028-03-02,2026-04-28,22,Zimbabwe,Truck,Mylan (formerly Matrix) Nashik,1087,102.0,129.75
BATCH-00459,HRDT-005,2025-03-07,2027-03-07,2025-05-06,19,Zambia,Air,"Standard Diagnostics, Korea",500,157.0,1754.04
BATCH-00460,HRDT-001,2025-11-25,2027-11-25,2025-12-16,6,Nigeria,Air,"Alere Medical Co., Ltd.",2996,1426.0,33279.83
BATCH-00461,ARV-014,2025-02-08,2027-02-08,2025-04-17,17,Vietnam,Air,"BMS Meymac, France",400,81.0,2211.05
BATCH-00462,HRDT-002,2025-02-16,2027-02-16,2025-04-23,7,Kenya,Air,"Trinity Biotech, Plc",4926,2695.0,11898.8
BATCH-00463,HRDT-003,2025-04-03,2027-04-03,2025-05-02,17,Zambia,Air,Inverness Japan,4500,1053.0,11062.05
BATCH-00464,HRDT-001,2025-12-11,2027-12-11,2026-02-11,12,Nigeria,Air,"Alere Medical Co., Ltd.",3038,1234.0,21084.84
BATCH-00465,ARV-001,2025-05-26,2027-05-26,2025-07-21,7,Uganda,Truck,Mylan (formerly Matrix) Nashik,4500,350.0,1854.0
BATCH-00466,ARV-008,2025-10-06,2027-10-06,2025-12-11,21,Rwanda,Air,"Aurobindo Unit III, India",4928,1800.0,12500.58
BATCH-00467,ARV-008,2025-05-26,2027-05-26,2025-06-27,7,Rwanda,Air,"Aurobindo Unit III, India",427,62.0,1060.35
BATCH-00468,ARV-012,2025-03-20,2027-03-20,2025-05-04,15,Uganda,Air,"Strides, Bangalore, India.",2742,204.0,3477.0
BATCH-00469,ARV-008,2025-09-13,2027-09-13,2025-11-14,11,Zambia,Truck,Mylan (formerly Matrix) Nashik,15000,1677.0,8510.81
BATCH-00470,ARV-006,2025-09-13,2027-09-13,2025-10-16,20,Guyana,Air,"Aurobindo Unit III, India",696,33.0,1002.59
BATCH-00471,ARV-002,2025-05-12,2027-05-12,2025-07-18,17,Haiti,Air,"Aurobindo Unit III, India",1069,396.0,6036.96
BATCH-00472,ARV-025,2025-08-24,2027-08-24,2025-11-05,18,Haiti,Air,"MSD, Haarlem, NL",28,7.0,290.0
BATCH-00473,ARV-001,2025-08-03,2027-08-03,2025-10-24,40,South Africa,Ocean,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",96224,7556.0,9582.53
BATCH-00474,ARV-002,2025-12-19,2027-12-19,2026-01-23,12,"Congo, DRC",Air,"Aurobindo Unit III, India",984,53.0,938.05
BATCH-00475,ARV-014,2025-03-18,2027-03-18,2025-05-07,15,Vietnam,Air,"BMS Meymac, France",280,60.0,1516.05
BATCH-00476,ARV-001,2025-11-21,2027-11-21,2025-12-16,18,Nigeria,Air,"Aurobindo Unit III, India",120954,11369.0,15459.09
BATCH-00477,ARV-001,2025-11-10,2027-11-10,2026-01-16,11,Nigeria,Air Charter,"Cipla, Goa, India",45000,16966.0,20761.0
BATCH-00478,ARV-003,2025-06-14,2027-06-14,2025-07-12,5,Uganda,Air,Mylan (formerly Matrix) Nashik,5500,708.0,2524.0
BATCH-00479,ARV-007,2025-05-09,2027-05-09,2025-06-02,16,Guyana,Air,"Aurobindo Unit III, India",489,28.0,1047.24
BATCH-00480,HRDT-002,2025-06-25,2027-06-25,2025-08-18,6,Kenya,Air,"Trinity Biotech, Plc",1515,518.0,4851.0
BATCH-00481,ARV-009,2025-06-20,2027-06-20,2025-09-04,35,South Africa,Ocean,"Aurobindo Unit III, India",116857,10907.0,7905.94
BATCH-00482,HRDT-008,2025-04-25,2027-04-25,2025-06-22,19,Haiti,Air,"Pacific Biotech, Thailand",60,144.0,3128.19
BATCH-00483,ARV-005,2026-03-22,2028-03-21,2026-04-07,9,Guyana,Air,ABBVIE (Abbott) Logis. UK,12,39.0,790.71
BATCH-00484,ARV-002,2025-05-31,2027-05-31,2025-08-03,18,Uganda,Air,"Strides, Bangalore, India.",2500,132.0,3661.42
BATCH-00485,ARV-001,2026-03-11,2028-03-10,2026-05-08,18,Zambia,Truck,"Strides, Bangalore, India.",108856,6431.0,43219.06
BATCH-00486,ARV-008,2026-02-21,2028-02-21,2026-04-18,8,Vietnam,Air,Mylan (formerly Matrix) Nashik,1200,128.0,1069.31
BATCH-00487,HRDT-001,2025-07-14,2027-07-14,2025-09-12,10,Botswana,Air,Inverness Japan,10,5.0,767.63
BATCH-00488,ARV-012,2025-02-23,2027-02-23,2025-03-25,14,Côte d'Ivoire,Air,"Cipla, Goa, India",35600,3731.0,6778.91
BATCH-00489,ARV-013,2025-02-06,2027-02-06,2025-03-12,18,Ethiopia,Air,"Aurobindo Unit III, India",7294,753.0,8004.0
BATCH-00490,ARV-003,2025-04-09,2027-04-09,2025-06-18,15,Côte d'Ivoire,Air,"Aurobindo Unit III, India",18180,2047.0,6739.08
BATCH-00491,ARV-001,2025-04-05,2027-04-05,2025-06-07,29,Zambia,Truck,Hetero Unit III Hyderabad IN,100000,7736.0,10069.54
BATCH-00492,ARV-010,2025-08-14,2027-08-14,2025-09-23,11,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,50000,4502.0,12601.07
BATCH-00493,ARV-011,2026-01-08,2028-01-08,2026-02-22,25,Tanzania,Truck,Mylan (formerly Matrix) Nashik,68762,8456.0,7134.39
BATCH-00494,ARV-001,2025-11-26,2027-11-26,2026-01-20,15,Vietnam,Air,"Micro labs, Verna, Goa, India",7882,472.0,6969.97
BATCH-00495,HRDT-001,2025-08-05,2027-08-05,2025-09-29,9,Tanzania,Air,Inverness Japan,86,40.0,1765.86
BATCH-00496,HRDT-001,2025-10-19,2027-10-19,2025-11-05,12,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",2746,1312.0,27254.17
BATCH-00497,ARV-007,2025-04-25,2027-04-25,2025-06-06,7,Uganda,Air,"Aurobindo Unit III, India",105,6.0,1053.86
BATCH-00498,ARV-004,2025-11-08,2027-11-08,2026-01-12,6,Nigeria,Air Charter,"Aurobindo Unit III, India",75000,7515.0,14547.55
BATCH-00499,ARV-005,2026-02-08,2028-02-08,2026-03-29,29,Mozambique,Truck,ABBVIE Ludwigshafen Germany,12800,2844.0,4853.84
BATCH-00500,ARV-004,2026-01-24,2028-01-24,2026-03-02,17,Ghana,Truck,Mylan (formerly Matrix) Nashik,23000,8701.0,3975.7
BATCH-00501,HRDT-001,2025-09-10,2027-09-10,2025-11-08,6,Tanzania,Air,"Alere Medical Co., Ltd.",1044,499.0,9894.85
BATCH-00502,ARV-014,2025-07-04,2027-07-04,2025-07-28,16,Côte d'Ivoire,Air,"BMS Meymac, France",1888,368.0,824.37
BATCH-00503,HRDT-001,2025-12-24,2027-12-24,2026-02-09,21,Dominican Republic,Air,"Alere Medical Co., Ltd.",1775,721.0,9165.29
BATCH-00504,ARV-004,2025-05-23,2027-05-23,2025-07-11,19,Ethiopia,Air,"Aurobindo Unit III, India",16019,1454.0,5187.5
BATCH-00505,ARV-021,2025-08-02,2027-08-02,2025-09-28,9,Côte d'Ivoire,Air,Roche Madrid,1464,255.0,4204.67
BATCH-00506,ARV-009,2025-11-25,2027-11-25,2025-12-24,17,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,5856,354.0,3026.62
BATCH-00507,ARV-021,2025-06-23,2027-06-23,2025-08-04,14,Nigeria,Air,Roche Basel,430,77.0,729.03
BATCH-00508,ARV-017,2026-04-18,2028-04-17,2026-05-10,9,Botswana,Air,"Hetero, Jadcherla, unit 5, IN",39550,4840.0,23796.98
BATCH-00509,ARV-015,2025-09-07,2027-09-07,2025-11-07,13,Zambia,Truck,Mylan (formerly Matrix) Nashik,54850,2236.0,5447.21
BATCH-00510,ARV-001,2026-01-26,2028-01-26,2026-04-08,33,Ghana,Ocean,"Strides, Bangalore, India.",167716,10803.0,24636.23
BATCH-00511,HRDT-002,2025-10-24,2027-10-24,2025-12-16,21,Guyana,Air,"Trinity Biotech, Plc",461,149.0,2115.21
BATCH-00512,HRDT-001,2025-12-22,2027-12-22,2026-02-03,17,Tanzania,Air,"Alere Medical Co., Ltd.",3781,1642.0,25778.9
BATCH-00513,ARV-007,2025-01-14,2027-01-14,2025-02-15,19,Côte d'Ivoire,Air,"Aurobindo Unit III, India",4374,230.0,1432.0
BATCH-00514,ARV-018,2025-05-25,2027-05-25,2025-08-06,18,Côte d'Ivoire,Air,Mylan (formerly Matrix) Nashik,1200,108.0,5121.68
BATCH-00515,HRDT-001,2025-12-31,2027-12-31,2026-03-02,21,Côte d'Ivoire,Air,"Alere Medical Co., Ltd.",5900,2393.0,33029.82
BATCH-00516,ARV-005,2026-01-26,2028-01-26,2026-02-26,9,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,20440,5450.0,23701.58
BATCH-00517,ARV-013,2025-07-28,2027-07-28,2025-09-12,19,Côte d'Ivoire,Air,"Aurobindo Unit III, India",2070,176.0,1653.99
BATCH-00518,ARV-009,2025-07-09,2027-07-09,2025-09-18,27,South Africa,Ocean,"Cipla, Goa, India",137654,9147.0,11314.2
BATCH-00519,ARV-010,2025-04-22,2027-04-22,2025-06-23,18,Zambia,Truck,Mylan (formerly Matrix) Nashik,92000,7678.0,6759.28
BATCH-00520,ARV-012,2025-10-02,2027-10-02,2025-11-22,21,Tanzania,Truck,"Cipla, Goa, India",26300,2278.0,7865.4
BATCH-00521,ARV-002,2025-09-26,2027-09-26,2025-11-01,15,Zambia,Truck,"Aurobindo Unit VII, IN",13836,1332.0,6476.7
BATCH-00522,ARV-010,2025-08-24,2027-08-24,2025-10-14,10,Uganda,Truck,Mylan (formerly Matrix) Nashik,5000,607.0,4911.39
BATCH-00523,ARV-007,2025-02-14,2027-02-14,2025-04-04,8,Ethiopia,Air,"Aurobindo Unit III, India",1846,773.0,3472.55
BATCH-00524,HRDT-001,2026-02-16,2028-02-16,2026-04-13,19,Tanzania,Air,"Alere Medical Co., Ltd.",504,204.0,2788.07
BATCH-00525,ARV-005,2025-12-08,2027-12-08,2025-12-27,10,Vietnam,Air,ABBVIE Ludwigshafen Germany,3812,824.0,3216.15
BATCH-00526,ARV-004,2025-02-12,2027-02-12,2025-03-25,10,Côte d'Ivoire,Air,"Aurobindo Unit III, India",20284,1897.0,3826.17
BATCH-00527,HRDT-010,2025-01-29,2027-01-29,2025-03-28,20,Haiti,Air,"Trinity Biotech, Plc",2,1.0,897.52
BATCH-00528,ARV-012,2025-09-13,2027-09-13,2025-11-19,10,Tanzania,Truck,"Cipla, Goa, India",15855,1380.0,4553.1
BATCH-00529,ARV-004,2025-01-22,2027-01-22,2025-03-16,20,Ethiopia,Air,"Aurobindo Unit III, India",9692,1215.0,6346.22
BATCH-00530,HRDT-011,2025-10-03,2027-10-03,2025-11-15,20,South Sudan,Air,"Alere Medical Co., Ltd.",339,175.0,4803.06
BATCH-00531,ARV-009,2025-09-11,2027-09-11,2025-11-06,21,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,2160,1122.0,6009.47
BATCH-00532,ARV-003,2025-10-14,2027-10-14,2025-11-07,10,Uganda,Truck,Mylan (formerly Matrix) Nashik,5525,1414.0,4054.19
BATCH-00533,HRDT-003,2025-09-27,2027-09-27,2025-10-13,7,Namibia,Air,Inverness Japan,150,36.0,859.18
BATCH-00534,ARV-002,2026-03-07,2028-03-06,2026-05-01,13,Mozambique,Truck,"Strides, Bangalore, India.",1400,4355.0,3644.18
BATCH-00535,ARV-002,2025-09-19,2027-09-19,2025-12-07,20,Zambia,Truck,Mylan (formerly Matrix) Nashik,18867,17125.0,7317.47
BATCH-00536,ARV-001,2025-09-24,2027-09-24,2025-11-24,10,Zambia,Truck,"Strides, Bangalore, India.",46190,4539.0,4496.13
BATCH-00537,HRDT-002,2025-02-26,2027-02-26,2025-04-16,12,Rwanda,Air,"Trinity Biotech, Plc",3150,1080.0,15987.05
BATCH-00538,ARV-013,2025-07-05,2027-07-05,2025-07-18,6,Côte d'Ivoire,Air,"Aurobindo Unit III, India",864,56.0,3688.33
BATCH-00539,ARV-005,2025-04-10,2027-04-10,2025-06-22,14,Vietnam,Air,ABBVIE Ludwigshafen Germany,560,83.0,436.86
BATCH-00540,ARV-006,2025-12-02,2027-12-02,2026-01-05,5,Haiti,Air,"Aurobindo Unit III, India",1944,682.0,8118.08
BATCH-00541,ARV-003,2025-09-02,2027-09-02,2025-10-02,10,Nigeria,Air Charter,"Aurobindo Unit III, India",53109,19464.0,13398.06
BATCH-00542,ARV-010,2025-09-21,2027-09-21,2025-11-17,3,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,140273,11734.0,27441.22
BATCH-00543,ARV-002,2025-10-16,2027-10-16,2025-12-12,11,Uganda,Truck,Hetero Unit III Hyderabad IN,26432,1499.0,10915.97
BATCH-00544,ARV-005,2025-10-23,2027-10-23,2025-12-15,7,Uganda,Air,"Aurobindo Unit III, India",5000,1199.0,7070.0
BATCH-00545,ARV-018,2026-03-07,2028-03-06,2026-04-07,11,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,19356,1960.0,7009.0
BATCH-00546,ARV-003,2025-12-10,2027-12-10,2026-02-15,8,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",41700,4873.0,18002.87
BATCH-00547,ARV-007,2025-12-01,2027-12-01,2026-01-11,12,South Sudan,Air,"Aurobindo Unit III, India",4560,230.0,1740.47
BATCH-00548,ARV-016,2025-11-08,2027-11-08,2025-12-27,15,Rwanda,Air,Hetero Unit III Hyderabad IN,5468,437.0,2928.4
BATCH-00549,ARV-016,2025-10-12,2027-10-12,2025-12-16,19,Zambia,Truck,"Strides, Bangalore, India.",10500,537.0,6800.6
BATCH-00550,ARV-009,2025-08-04,2027-08-04,2025-09-23,9,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,156,9.0,12601.07
BATCH-00551,HRDT-004,2026-01-12,2028-01-12,2026-02-13,18,Nigeria,Air,Chembio Diagnostics Sys. Inc.,5439,2097.0,9634.16
BATCH-00552,HRDT-004,2025-04-05,2027-04-05,2025-05-07,11,Ethiopia,Air,Chembio Diagnostics Sys. Inc.,8964,3231.0,15619.2
BATCH-00553,ARV-005,2025-08-20,2027-08-20,2025-10-02,19,Zimbabwe,Air,ABBVIE (Abbott) Logis. UK,1083,1257.0,22837.98
BATCH-00554,HRDT-002,2025-04-11,2027-04-11,2025-06-17,10,Rwanda,Air,"Trinity Biotech, Plc",250,88.0,3997.31
